aws_s3control_multi_region_access_point_policy	s3control.GetAccessGrantsInstanceResourcePolicy;s3control.GetAccessPointPolicy;s3control.GetAccessPointPolicyForObjectLambda;s3control.GetAccessPointPolicyStatus
aws_s3control_object_lambda_access_point_policy	s3control.GetAccessGrantsInstanceResourcePolicy;s3control.GetAccessPointPolicy;s3control.GetAccessPointPolicyForObjectLambda;s3control.GetAccessPointPolicyStatus
aws_s3tables_table_bucket_policy	s3tables.GetTableBucketPolicy;s3tables.GetTablePolicy
aws_s3tables_table_policy	s3tables.GetTableBucketPolicy;s3tables.GetTablePolicy
aws_sagemaker_servicecatalog_portfolio_status	sagemaker.GetSagemakerServicecatalogPortfolioStatus
aws_secretsmanager_secret_version	secretsmanager.ListSecretVersionIds
aws_securityhub_configuration_policy_association	securityhub.BatchGetConfigurationPolicyAssociations;securityhub.BatchGetStandardsControlAssociations;securityhub.GetConfigurationPolicyAssociation;securityhub.ListConfigurationPolicyAssociations
aws_securityhub_standards_control_association	securityhub.BatchGetConfigurationPolicyAssociations;securityhub.BatchGetStandardsControlAssociations;securityhub.GetConfigurationPolicyAssociation;securityhub.ListConfigurationPolicyAssociations
aws_servicecatalog_budget_resource_association	servicecatalog.ListBudgetsForResource;servicecatalog.ListResourcesForTagOption
aws_servicecatalog_organizations_access	servicecatalog.GetAWSOrganizationsAccessStatus;servicecatalog.ListOrganizationPortfolioAccess;servicecatalog.ListPortfolioAccess
aws_servicequotas_template_association	servicequotas.GetAssociationForServiceQuotaTemplate
aws_sns_sms_preferences	sns.GetSMSAttributes;sns.GetSMSSandboxAccountStatus;sns.ListSMSSandboxPhoneNumbers
aws_sns_topic_policy	sns.GetDataProtectionPolicy
aws_spot_datafeed_subscription	ec2.DescribeAwsNetworkPerformanceMetricSubscriptions;ec2.DescribeSpotDatafeedSubscription
aws_ssm_service_setting	ssm.GetServiceSetting
aws_transfer_tag	transfer.ListAgreements;transfer.ListTagsForResource
aws_verifiedaccess_instance_logging_configuration	ec2.DescribeVerifiedAccessInstanceLoggingConfigurations;ec2.DescribeVpcEndpointServiceConfigurations;ec2.GetVpnConnectionDeviceSampleConfiguration
aws_verifiedaccess_instance_trust_provider_attachment	ec2.DescribeTransitGatewayAttachments;ec2.DescribeTransitGatewayPeeringAttachments;ec2.DescribeTransitGatewayVpcAttachments;ec2.DescribeVerifiedAccessTrustProviders
aws_vpc_block_public_access_exclusion	ec2.DescribeCapacityBlockExtensionHistory;ec2.DescribeCapacityBlockExtensionOfferings;ec2.DescribeCapacityBlockOfferings;ec2.DescribeCapacityBlockStatus
aws_vpc_block_public_access_options	ec2.DescribeCapacityBlockExtensionHistory;ec2.DescribeCapacityBlockExtensionOfferings;ec2.DescribeCapacityBlockOfferings;ec2.DescribeCapacityBlockStatus
aws_vpc_dhcp_options_association	ec2.DescribeIamInstanceProfileAssociations;ec2.DescribeIpamResourceDiscoveryAssociations;ec2.DescribeLocalGatewayRouteTableVirtualInterfaceGroupAssociations;ec2.DescribeLocalGatewayRouteTableVpcAssociations
aws_vpc_endpoint_policy	ec2.DescribeTransitGatewayPolicyTables;ec2.GetEnabledIpamPolicy;ec2.GetIpamPolicyAllocationRules;ec2.GetIpamPolicyOrganizationTargets
aws_vpc_endpoint_route_table_association	ec2.DescribeClientVpnRoutes;ec2.DescribeIamInstanceProfileAssociations;ec2.DescribeIpamResourceDiscoveryAssociations;ec2.DescribeLocalGatewayRouteTableVirtualInterfaceGroupAssociations
aws_vpc_endpoint_security_group_association	ec2.DescribeIamInstanceProfileAssociations;ec2.DescribeIpamResourceDiscoveryAssociations;ec2.DescribeLocalGatewayRouteTableVirtualInterfaceGroupAssociations;ec2.DescribeLocalGatewayRouteTableVpcAssociations
aws_vpc_endpoint_service_allowed_principal	ec2.DescribePrincipalIdFormat;ec2.GetAllowedImagesSettings
aws_vpc_endpoint_service_private_dns_verification	ec2.DescribeIpamExternalResourceVerificationTokens;ec2.DescribeVpcClassicLinkDnsSupport
aws_vpc_endpoint_subnet_association	ec2.DescribeIamInstanceProfileAssociations;ec2.DescribeIpamResourceDiscoveryAssociations;ec2.DescribeLocalGatewayRouteTableVirtualInterfaceGroupAssociations;ec2.DescribeLocalGatewayRouteTableVpcAssociations
aws_vpc_ipam_organization_admin_account	ec2.DescribeAccountAttributes;ec2.GetIpamDiscoveredAccounts;ec2.GetIpamPolicyOrganizationTargets
aws_vpc_ipam_preview_next_cidr	ec2.DescribeByoipCidrs;ec2.GetAssociatedIpv6PoolCidrs;ec2.GetHostReservationPurchasePreview;ec2.GetIpamDiscoveredResourceCidrs
aws_vpc_security_group_vpc_association	ec2.DescribeIamInstanceProfileAssociations;ec2.DescribeIpamResourceDiscoveryAssociations;ec2.DescribeLocalGatewayRouteTableVirtualInterfaceGroupAssociations;ec2.DescribeLocalGatewayRouteTableVpcAssociations
aws_vpn_gateway_attachment	ec2.DescribeTransitGatewayAttachments;ec2.DescribeTransitGatewayPeeringAttachments;ec2.DescribeTransitGatewayVpcAttachments;ec2.GetTransitGatewayAttachmentPropagations
